DE_group	knockout_gene_strategy	n_ko	n_WT
CBO_day_8	SIX3_PTC	3	3
CBO_day_22	NR2F1_PTC	3	3
PrS_day_6_DLX4-DLX5-DLX6	DLX4_PTC	3	3
PrS_day_6_DLX4-DLX5-DLX6	DLX5_PTC	3	3
PrS_day_6_DLX4-DLX5-DLX6	DLX6_PTC	3	3
PrS_day_6_HEY1-HOPX-MAFF	HEY1_PTC	3	3
PrS_day_6_HEY1-HOPX-MAFF	HOPX_PTC	3	3
PrS_day_6_HEY1-HOPX-MAFF	MAFF_PTC	3	3
PrS_day_6_MBNL2-MBNL3-TWIST2	MBNL2_PTC	3	3
PrS_day_6_MBNL2-MBNL3-TWIST2	MBNL3_PTC	3	3
PrS_day_6_MBNL2-MBNL3-TWIST2	TWIST2_PTC	3	3
