DE_group	knockout_gene_strategy	n_ko	n_WT
CBO_day_11_HES5_POU3F2_SOX1	HES5_PTC	3	3
CBO_day_11_HES5_POU3F2_SOX1	POU3F2_PTC	3	3
CBO_day_11_HES5_POU3F2_SOX1	SOX1_PTC	3	3
CBO_day_14_EMX2	EMX2_PTC	3	3
CBO_day_8_FOXG1	FOXG1_PTC	3	3
CBO_day_8_POU3F1_SOX21	POU3F1_PTC	3	3
CBO_day_8_POU3F1_SOX21	SOX21_PTC	3	3
CBO_day_9_SP8	SP8_PTC	3	3
