gene_ID	LHX5_PTC_baseMean	LHX5_PTC_log2FoldChange	LHX5_PTC_lfcSE	LHX5_PTC_stat	LHX5_PTC_pvalue	LHX5_PTC_padj	LHX5_PTC_n_zeros
ENSG00000100934	2500	0.28	0.115	2.44	0.0147	0.168	0
ENSG00000109193	1.05	-2.07	2.2	-0.942	0.346		7
ENSG00000228794	362	-0.0128	0.137	-0.0935	0.925	0.969	0
ENSG00000235872	1.19	-1.63	1.97	-0.828	0.408		5
ENSG00000157212	1720	-0.0536	0.119	-0.449	0.653	0.833	0
ENSG00000291058	0.735	0.399	2.69	0.148	0.882		7
ENSG00000198715	835	-0.0409	0.119	-0.344	0.731	0.876	0
ENSG00000148843	8060	-0.0443	0.0821	-0.54	0.589	0.793	0
ENSG00000236526	1.47	0.971	2.35	0.413	0.68		6
ENSG00000135144	257	-0.194	0.152	-1.27	0.203	0.478	0
ENSG00000277801	0.676	0.00912	2.94	0.0031	0.998		8
ENSG00000129925	2030	-0.408	0.143	-2.86	0.00426	0.114	0
ENSG00000003402	731	0.253	0.141	1.8	0.0726	0.306	0
ENSG00000205116	99.2	-0.203	0.276	-0.734	0.463	0.705	0
ENSG00000261638	0.437	0.00909	3.9	0.00233	0.998		10
ENSG00000136141	451	0.38	0.159	2.38	0.0171	0.177	0
ENSG00000165555	8.56	0.903	0.714	1.26	0.206		0
ENSG00000163568	68.6	0.287	0.309	0.928	0.353	0.622	0
ENSG00000175548	218	0.118	0.517	0.229	0.819	0.919	0
ENSG00000109158	35.8	1.07	0.502	2.14	0.0325		0
ENSG00000184363	192	0.285	0.248	1.15	0.249	0.526	0
ENSG00000167378	2930	0.0978	0.103	0.952	0.341	0.613	0
ENSG00000229956	12.4	0.865	0.692	1.25	0.211		0
ENSG00000189410	461	-0.21	0.162	-1.29	0.197	0.472	0
ENSG00000282840	1.77	1.05	1.61	0.649	0.516		4
ENSG00000178498	1200	-0.0061	0.0956	-0.0638	0.949	0.979	0
ENSG00000204962	19	0.133	0.524	0.254	0.8		0
ENSG00000090615	2950	-0.136	0.13	-1.05	0.295	0.571	0
ENSG00000182472	80.8	-0.138	0.277	-0.497	0.619	0.812	0
ENSG00000105755	197	-0.0234	0.195	-0.119	0.905	0.959	0
ENSG00000163932	635	0.0245	0.137	0.179	0.858	0.937	0
ENSG00000067208	605	0.356	0.159	2.25	0.0247	0.201	0
ENSG00000070915	1.83	-1.17	1.66	-0.704	0.481		4
ENSG00000119684	884	0.21	0.168	1.25	0.211	0.486	0
ENSG00000102189	1300	0.455	0.173	2.63	0.00859	0.142	0
ENSG00000156140	406	-0.125	0.167	-0.75	0.453	0.698	0
ENSG00000163879	287	0.0039	0.146	0.0267	0.979	0.991	0
ENSG00000230415	5.14	0.612	0.853	0.718	0.473		1
ENSG00000158109	900	0.0312	0.104	0.301	0.764	0.893	0
ENSG00000260808	0.746	-2.49	3.04	-0.818	0.413		9
ENSG00000164405	1040	-0.0814	0.138	-0.592	0.554	0.77	0
ENSG00000225880	97.8	0.185	0.245	0.755	0.45	0.695	0
ENSG00000291132	150	0.217	0.203	1.07	0.284	0.562	0
ENSG00000198598	922	-0.386	0.381	-1.01	0.311	0.584	0
ENSG00000259818	7.52	-0.0751	1.09	-0.069	0.945		2
ENSG00000273008	4.72	-0.409	1.19	-0.344	0.731		4
ENSG00000176681	175	0.38	0.232	1.63	0.102	0.352	0
ENSG00000107679	1410	0.217	0.12	1.81	0.0698	0.301	0
ENSG00000257964	0.326	-0.454	4.21	-0.108	0.914		10
ENSG00000178878	34.5	0.835	0.49	1.71	0.088		0
ENSG00000243902	1.17	3.68	2.53	1.46	0.145		7
ENSG00000143125	0.722	-1.1	3	-0.366	0.715		9
ENSG00000198807	1.6	2.75	1.8	1.52	0.127		7
ENSG00000155966	1170	-0.0539	0.153	-0.353	0.724	0.872	0
ENSG00000101198	118	-0.257	0.246	-1.05	0.295	0.571	0
ENSG00000128276	2.99	-1.09	1.21	-0.901	0.367		2
ENSG00000269113	240	-0.0138	0.163	-0.0843	0.933	0.972	0
ENSG00000226754	9.68	-0.294	0.619	-0.475	0.635		0
ENSG00000122477	5.03	-0.00901	1.1	-0.00818	0.993		1
ENSG00000130244	62.7	0.114	0.391	0.29	0.772	0.896	0
ENSG00000148154	1510	0.293	0.137	2.13	0.0332	0.22	0
ENSG00000148908	155	-0.416	0.248	-1.68	0.0937	0.339	0
ENSG00000262198	34.7	0.55	0.425	1.29	0.196		0
ENSG00000143553	469	-0.377	0.129	-2.93	0.00338	0.108	0
ENSG00000116209	2070	-0.033	0.0862	-0.383	0.702	0.859	0
ENSG00000136002	415	-0.423	0.194	-2.17	0.0297	0.21	0
ENSG00000233527	96.6	0.109	0.209	0.521	0.602	0.801	0
ENSG00000164162	339	0.11	0.136	0.807	0.42	0.674	0
ENSG00000115525	93.3	0.588	0.225	2.61	0.00893	0.145	0
ENSG00000250241	7.05	0.471	0.95	0.496	0.62		0
ENSG00000166016	528	-0.0122	0.213	-0.0572	0.954	0.981	0
ENSG00000139679	174	-0.43	0.267	-1.61	0.108	0.359	0
ENSG00000134574	826	-0.246	0.145	-1.7	0.0884	0.331	0
ENSG00000144191	0.482	0.975	3.05	0.32	0.749		8
ENSG00000230105	33.2	-0.171	0.413	-0.413	0.68		0
ENSG00000006016	58.3	0.0117	0.562	0.0208	0.983	0.993	0
ENSG00000290065	1.69	0.971	2.27	0.428	0.669		5
ENSG00000249637	43.2	-0.186	0.38	-0.489	0.625	0.816	0
ENSG00000274937	0.607	0.00911	3.01	0.00302	0.998		8
ENSG00000139190	436	0.305	0.141	2.17	0.0301	0.211	0
ENSG00000102904	25.2	-0.239	0.458	-0.523	0.601		0
ENSG00000271390	0.478	1.88	3.38	0.555	0.579		9
ENSG00000272438	0.957	-2.5	2.18	-1.14	0.253		6
ENSG00000142687	3470	0.0668	0.0879	0.761	0.447	0.694	0
ENSG00000162714	3630	-0.253	0.115	-2.21	0.0274	0.206	0
ENSG00000163349	4320	0.15	0.0746	2.01	0.0441	0.248	0
ENSG00000107957	1410	-0.254	0.185	-1.37	0.17	0.44	0
ENSG00000196455	2480	0.125	0.0914	1.36	0.173	0.443	0
ENSG00000153250	2870	-0.2	0.101	-1.98	0.0477	0.258	0
ENSG00000141682	2930	0.325	0.123	2.64	0.00819	0.141	0
ENSG00000116809	388	-0.159	0.141	-1.13	0.26	0.536	0
ENSG00000270179	6.68	0.444	0.762	0.583	0.56		0
ENSG00000053371	564	-0.0102	0.165	-0.0617	0.951	0.979	0
ENSG00000287244	1.89	-2.98	2	-1.49	0.137		6
ENSG00000172071	2610	-0.213	0.125	-1.7	0.0895	0.333	0
ENSG00000078618	8350	-0.055	0.0765	-0.719	0.472	0.712	0
ENSG00000171552	1750	0.0801	0.291	0.275	0.783	0.9	0
ENSG00000285664	3.05	0.149	1.25	0.12	0.905		1
ENSG00000164171	560	0.749	0.192	3.89	9.95e-05	0.0363	0
ENSG00000173660	4650	-0.108	0.094	-1.15	0.251	0.528	0
ENSG00000271868	0.682	0.0091	3.25	0.0028	0.998		9
ENSG00000161798	23.4	0.47	0.584	0.806	0.42		0
ENSG00000259682	3.94	0.433	1.11	0.392	0.695		0
ENSG00000125347	164	0.549	0.268	2.05	0.0404	0.238	0
ENSG00000290705	12.7	-1.22	0.689	-1.78	0.0758		0
ENSG00000136881	14.2	-0.304	0.57	-0.534	0.593		0
ENSG00000290002	6.13	1.1	1.06	1.04	0.296		1
ENSG00000284977	3.6	1.4	1.51	0.924	0.356		2
ENSG00000203801	3.3	0.651	1.26	0.515	0.606		1
ENSG00000260920	242	-0.0519	0.154	-0.337	0.736	0.878	0
ENSG00000100439	1700	0.148	0.126	1.18	0.239	0.516	0
ENSG00000101888	648	0.141	0.165	0.857	0.392	0.654	0
ENSG00000203706	6.18	-0.793	0.855	-0.928	0.353		0
ENSG00000279571	1.48	-0.558	2.1	-0.266	0.791		6
ENSG00000157240	179	0.131	0.345	0.381	0.704	0.86	0
ENSG00000181619	56.2	0.0947	0.324	0.292	0.77	0.895	0
ENSG00000106992	280	0.0441	0.152	0.29	0.772	0.896	0
ENSG00000272799	0.832	0.977	2.69	0.363	0.717		7
ENSG00000124074	94.3	0.0531	0.228	0.233	0.816	0.918	0
ENSG00000143486	1050	-0.102	0.0851	-1.2	0.23	0.507	0
ENSG00000163331	1.39	-0.485	2.28	-0.213	0.832		5
ENSG00000228838	0.616	-1.47	3.29	-0.446	0.656		9
ENSG00000100888	10300	-0.0523	0.0687	-0.761	0.447	0.694	0
ENSG00000187624	101	-0.126	0.234	-0.539	0.59	0.793	0
ENSG00000131238	6330	-0.252	0.0831	-3.03	0.00243	0.0993	0
ENSG00000249931	58.8	1.19	0.405	2.93	0.00338	0.108	0
ENSG00000198113	163	0.401	0.32	1.25	0.211	0.486	0
ENSG00000257298	33.8	0.876	0.396	2.21	0.027		0
ENSG00000285967	432	0.446	0.176	2.53	0.0114	0.157	0
ENSG00000173406	919	-0.442	0.196	-2.26	0.024	0.199	0
ENSG00000254467	0.926	-2.11	2.54	-0.829	0.407		7
ENSG00000240707	0.438	2.46	3.85	0.638	0.523		10
ENSG00000117010	166	0.265	0.246	1.08	0.281	0.558	0
ENSG00000198363	3260	0.0802	0.12	0.667	0.505	0.735	0
ENSG00000178217	1.51	-1.31	1.65	-0.795	0.427		4
ENSG00000168528	522	-0.257	0.15	-1.71	0.0873	0.329	0
ENSG00000197249	2.37	1.9	1.89	1.01	0.314		6
ENSG00000283973	1.53	-0.838	1.57	-0.535	0.593		3
ENSG00000176022	563	-0.538	0.209	-2.57	0.0102	0.151	0
ENSG00000158825	167	-0.515	0.224	-2.3	0.0216	0.192	0
ENSG00000167815	5450	-0.174	0.107	-1.63	0.103	0.352	0
ENSG00000049246	973	0.102	0.119	0.86	0.39	0.653	0
ENSG00000185523	2.14	-1.17	1.6	-0.732	0.464		4
ENSG00000111231	1030	0.0855	0.113	0.757	0.449	0.695	0
ENSG00000183431	6680	-0.0274	0.0658	-0.416	0.678	0.847	0
ENSG00000142173	3540	-0.277	0.125	-2.22	0.0267	0.204	0
ENSG00000265174	4.86	2.45	1.94	1.26	0.208		5
ENSG00000280169	6.26	0.467	0.909	0.514	0.607		0
ENSG00000172893	2530	0.291	0.176	1.66	0.0971	0.344	0
ENSG00000080200	1290	0.4	0.167	2.39	0.0167	0.176	0
ENSG00000163810	2.26	-0.296	1.46	-0.203	0.839		3
ENSG00000104529	7050	-0.137	0.0849	-1.61	0.107	0.358	0
ENSG00000171103	769	-0.00491	0.0988	-0.0497	0.96	0.984	0
ENSG00000221883	12.4	-0.483	0.659	-0.732	0.464		0
ENSG00000230922	292	0.14	0.222	0.629	0.529	0.754	0
ENSG00000225506	8.21	1.01	0.725	1.39	0.165		0
ENSG00000184226	125	0.234	0.392	0.596	0.551	0.769	0
ENSG00000198331	405	0.244	0.161	1.52	0.129	0.39	0
ENSG00000289111	2.43	1.03	1.61	0.641	0.522		3
ENSG00000058799	777	-0.139	0.163	-0.852	0.394	0.656	0
ENSG00000187068	318	0.32	0.302	1.06	0.289	0.566	0
ENSG00000006116	3.43	2.05	1.33	1.55	0.122		2
ENSG00000198466	2260	0.219	0.107	2.05	0.0404	0.238	0
ENSG00000282996	0.614	-0.506	3.34	-0.152	0.879		9
ENSG00000259767	2.07	3.45	2.01	1.71	0.0866		4
ENSG00000149346	979	0.443	0.15	2.96	0.00311	0.107	0
ENSG00000117758	451	0.309	0.163	1.9	0.0574	0.277	0
ENSG00000143416	537	-0.0572	0.14	-0.409	0.682	0.849	0
ENSG00000143624	5570	0.000473	0.102	0.00462	0.996	0.999	0
ENSG00000232940	16.5	0.742	0.557	1.33	0.183		0
ENSG00000075340	15900	-0.267	0.123	-2.16	0.0306	0.212	0
ENSG00000146360	1.24	0.994	2.06	0.483	0.629		7
ENSG00000162975	19.9	-0.108	0.526	-0.205	0.837		0
ENSG00000119772	9530	-0.393	0.118	-3.33	0.000879	0.0772	0
ENSG00000130559	3930	-0.133	0.0957	-1.39	0.165	0.436	0
ENSG00000290574	1.47	0.121	1.91	0.0637	0.949		5
ENSG00000164081	174	0.0842	0.205	0.411	0.681	0.849	0
ENSG00000148832	89.8	-0.226	0.248	-0.914	0.361	0.629	0
ENSG00000175707	235	-0.158	0.169	-0.936	0.349	0.619	0
ENSG00000167258	7790	-0.0144	0.0922	-0.156	0.876	0.945	0
ENSG00000079277	281	-0.0621	0.16	-0.387	0.699	0.858	0
ENSG00000231050	8.09	-0.266	0.811	-0.328	0.743		1
ENSG00000163703	345	0.16	0.177	0.905	0.365	0.633	0
ENSG00000279762	1.53	-0.533	1.81	-0.294	0.768		4
ENSG00000232611	33.3	0.517	0.393	1.31	0.189		0
ENSG00000148660	1540	-0.103	0.0976	-1.06	0.29	0.567	0
ENSG00000289914	9.65	-0.969	0.935	-1.04	0.3		1
ENSG00000062282	89.4	0.0893	0.218	0.41	0.682	0.849	0
ENSG00000178462	1.14	-2.48	2.57	-0.966	0.334		8
ENSG00000146352	61.5	0.19	0.356	0.534	0.593	0.795	0
ENSG00000116117	185	-0.239	0.191	-1.25	0.212	0.486	0
ENSG00000157978	486	0.23	0.163	1.41	0.159	0.432	0
ENSG00000272909	3.03	1.61	1.47	1.1	0.273		2
ENSG00000234494	15.9	0.55	0.534	1.03	0.303		0
ENSG00000143126	2420	-0.0112	0.11	-0.102	0.919	0.966	0
ENSG00000126226	1870	0.00512	0.084	0.061	0.951	0.98	0
ENSG00000286279	14	-0.523	0.597	-0.875	0.381		0
ENSG00000108064	4770	0.133	0.0715	1.85	0.0636	0.289	0
ENSG00000177112	0.386	0.0091	3.99	0.00228	0.998		10
ENSG00000290045	50.6	0.42	0.341	1.23	0.219	0.494	0
ENSG00000282199	4.6	-0.797	0.85	-0.938	0.348		0
ENSG00000152558	5100	0.0554	0.167	0.331	0.741	0.882	0
ENSG00000272707	1.33	0.971	2.5	0.389	0.697		7
ENSG00000169972	386	-0.317	0.169	-1.87	0.0615	0.285	0
ENSG00000108587	2350	-0.0575	0.0796	-0.722	0.471	0.711	0
ENSG00000104980	2310	-0.376	0.158	-2.38	0.0172	0.177	0
ENSG00000186790	3.96	4.19	1.72	2.43	0.015		3
ENSG00000022976	454	0.197	0.157	1.26	0.209	0.485	0
ENSG00000136273	770	-0.00424	0.131	-0.0323	0.974	0.99	0
ENSG00000267413	2.81	-0.257	1.29	-0.199	0.842		3
ENSG00000179088	0.912	1.86	3.14	0.59	0.555		9
ENSG00000289181	2	-3.11	2.14	-1.45	0.147		6
ENSG00000186868	58.5	0.0214	0.355	0.0602	0.952	0.98	0
ENSG00000112640	2480	-0.000665	0.0845	-0.00787	0.994	0.998	0
ENSG00000283341	73.4	0.0828	0.257	0.322	0.748	0.885	0
ENSG00000196482	81.6	0.601	0.3	2.01	0.0449	0.251	0
ENSG00000215187	9.16	2.16	0.952	2.27	0.023		0
ENSG00000165886	262	-0.163	0.237	-0.688	0.491	0.725	0
ENSG00000203709	18.4	0.651	0.713	0.913	0.361		0
ENSG00000197568	219	-0.157	0.197	-0.797	0.425	0.679	0
ENSG00000151651	42	-0.334	0.383	-0.873	0.383		0
ENSG00000117242	385	-0.163	0.158	-1.03	0.301	0.576	0
ENSG00000235106	500	-0.0476	0.126	-0.378	0.706	0.861	0
ENSG00000139287	9.98	0.221	0.702	0.315	0.752		0
ENSG00000097007	6260	-0.1	0.0978	-1.02	0.307	0.58	0
ENSG00000286923	7.88	-1.07	1.07	-1.01	0.315		0
ENSG00000042980	22.9	-0.629	0.512	-1.23	0.219		0
ENSG00000229656	3.96	2	1.73	1.15	0.248		2
ENSG00000143314	543	-0.307	0.133	-2.31	0.0207	0.19	0
ENSG00000269068	5.82	-0.299	0.956	-0.312	0.755		1
ENSG00000108669	504	0.149	0.155	0.96	0.337	0.609	0
ENSG00000287425	6.23	-0.299	0.982	-0.305	0.761		1
ENSG00000270638	14.5	0.53	0.652	0.814	0.416		0
ENSG00000119326	2600	-0.216	0.103	-2.1	0.0357	0.226	0
ENSG00000110497	1970	-0.0797	0.0923	-0.863	0.388	0.652	0
ENSG00000110427	274	0.271	0.182	1.49	0.136	0.399	0
ENSG00000267607	2.99	1.09	1.39	0.785	0.433		4
ENSG00000104714	946	-0.0455	0.13	-0.351	0.725	0.873	0
ENSG00000157168	169	-0.0336	0.277	-0.121	0.903	0.958	0
ENSG00000282143	5.05	0.557	1.53	0.364	0.716		4
ENSG00000291133	42.1	0.775	0.331	2.34	0.0193		0
ENSG00000114841	101	-0.261	0.291	-0.898	0.369	0.636	0
ENSG00000076513	731	0.14	0.117	1.2	0.231	0.508	0
ENSG00000145491	4.9	2.43	1.28	1.9	0.0572		1
ENSG00000272654	21.2	0.185	0.545	0.34	0.734		0
ENSG00000284657	2.43	-2.74	1.53	-1.79	0.0739		3
ENSG00000230333	0.787	-0.53	2.39	-0.222	0.824		6
ENSG00000119285	9610	-0.0894	0.0683	-1.31	0.19	0.463	0
ENSG00000134709	2130	0.214	0.101	2.12	0.034	0.222	0
ENSG00000280670	74.7	0.171	0.258	0.662	0.508	0.738	0
ENSG00000277687	59.7	0.528	0.369	1.43	0.153	0.423	0
ENSG00000239789	878	-0.0359	0.0974	-0.368	0.713	0.866	0
ENSG00000185722	3620	0.0513	0.0896	0.572	0.567	0.78	0
ENSG00000105866	1920	0.0871	0.135	0.645	0.519	0.746	0
ENSG00000237436	1.18	-0.46	2.54	-0.181	0.857		6
ENSG00000154146	15.2	-0.296	0.616	-0.481	0.63		0
ENSG00000179178	318	-0.0786	0.177	-0.444	0.657	0.836	0
ENSG00000174206	307	0.257	0.15	1.72	0.0862	0.326	0
ENSG00000013374	1570	-0.12	0.0786	-1.52	0.128	0.389	0
ENSG00000109832	808	-0.212	0.137	-1.54	0.123	0.381	0
ENSG00000237476	2	1.15	1.54	0.746	0.455		4
ENSG00000205726	5570	-0.0543	0.0847	-0.641	0.521	0.748	0
ENSG00000198915	384	0.367	0.175	2.09	0.0364	0.228	0
ENSG00000125817	1400	-0.113	0.125	-0.906	0.365	0.633	0
ENSG00000226419	576	0.125	0.14	0.893	0.372	0.638	0
ENSG00000006611	39.1	0.0473	0.351	0.135	0.893		0
ENSG00000160678	11.2	-0.995	0.728	-1.37	0.172		0
ENSG00000142871	1120	-0.23	0.368	-0.624	0.533	0.757	0
ENSG00000289092	46.2	-0.629	0.417	-1.51	0.132	0.394	0
ENSG00000183662	2.33	-2.1	1.96	-1.07	0.285		6
ENSG00000143889	2310	0.0716	0.0811	0.883	0.377	0.643	0
ENSG00000144233	1740	-0.00688	0.0902	-0.0763	0.939	0.975	0
ENSG00000172661	1800	-0.159	0.102	-1.55	0.121	0.379	0
ENSG00000250135	3.64	-0.747	1.61	-0.464	0.643		4
ENSG00000214026	607	-0.0684	0.129	-0.528	0.598	0.798	0
ENSG00000059145	1370	-0.0692	0.125	-0.555	0.579	0.786	0
ENSG00000203668	6440	0.132	0.109	1.22	0.224	0.5	0
ENSG00000288927	1.46	1.26	1.82	0.695	0.487		5
ENSG00000224023	21.1	-0.556	0.483	-1.15	0.25		0
ENSG00000169951	213	0.03	0.175	0.172	0.864	0.939	0
ENSG00000164967	197	-0.0367	0.164	-0.224	0.823	0.921	0
ENSG00000125285	431	-0.414	0.294	-1.41	0.16	0.432	0
ENSG00000228549	64.3	0.713	0.392	1.82	0.0687	0.299	0
ENSG00000142619	50.2	-0.169	0.328	-0.516	0.606	0.804	0
ENSG00000100938	1130	-0.181	0.106	-1.7	0.0883	0.331	0
ENSG00000270933	28.9	0.547	0.458	1.19	0.232		0
ENSG00000162434	1280	0.18	0.136	1.32	0.186	0.458	0
ENSG00000172671	495	0.393	0.159	2.46	0.0137	0.163	0
ENSG00000142794	205	0.141	0.187	0.751	0.453	0.698	0
ENSG00000203804	25	-0.788	0.519	-1.52	0.129		0
ENSG00000084234	17400	-0.136	0.0886	-1.53	0.126	0.386	0
ENSG00000185436	266	0.194	0.192	1.01	0.312	0.586	0
ENSG00000164082	205	0.243	0.197	1.23	0.217	0.493	0
ENSG00000283503	4.4	0.111	1.14	0.0974	0.922		1
ENSG00000228570	85.6	0.345	0.334	1.03	0.302	0.577	0
ENSG00000159339	2.38	-0.00791	1.39	-0.00571	0.995		3
ENSG00000081041	8.95	-0.359	0.755	-0.475	0.635		0
ENSG00000173436	1330	-0.178	0.0812	-2.19	0.0287	0.208	0
ENSG00000171943	1030	0.551	0.182	3.03	0.00243	0.0993	0
ENSG00000162368	1330	0.208	0.137	1.51	0.13	0.392	0
ENSG00000162572	56.8	0.0186	0.258	0.0718	0.943	0.977	0
ENSG00000166848	599	0.104	0.127	0.823	0.41	0.668	0
ENSG00000253394	3.12	-0.0314	1.24	-0.0254	0.98		1
ENSG00000171204	1590	0.0351	0.12	0.292	0.77	0.895	0
ENSG00000150768	3220	0.117	0.0724	1.61	0.108	0.358	0
ENSG00000223635	0.916	-2.81	2.38	-1.18	0.239		7
ENSG00000244752	2.43	0.419	1.26	0.332	0.74		1
ENSG00000111266	6430	-0.12	0.13	-0.921	0.357	0.626	0
ENSG00000274419	3.76	-0.0779	1.76	-0.0444	0.965		6
ENSG00000073910	439	-0.161	0.197	-0.817	0.414	0.671	0
ENSG00000289554	29.9	0.128	0.511	0.251	0.802		0
ENSG00000118600	326	0.224	0.162	1.39	0.166	0.437	0
ENSG00000010704	44.7	0.508	0.351	1.45	0.147	0.417	0
ENSG00000214336	253	-0.116	0.186	-0.626	0.531	0.755	0
ENSG00000143450	13.4	-0.0408	0.557	-0.0733	0.942		0
ENSG00000264659	0.673	3.19	3.07	1.04	0.298		9
ENSG00000168004	118	0.718	0.613	1.17	0.241	0.518	0
ENSG00000286216	0.742	1.18	3.16	0.375	0.708		10
ENSG00000132466	9440	0.0195	0.0933	0.209	0.834	0.926	0
ENSG00000088280	1460	-0.0231	0.0806	-0.287	0.774	0.896	0
ENSG00000186471	9.37	0.717	0.883	0.812	0.417		0
ENSG00000238276	4.05	-1.43	2.07	-0.69	0.49		7
ENSG00000227258	27.5	0.359	0.462	0.776	0.438		0
ENSG00000274512	384	-0.667	0.252	-2.64	0.00818	0.141	0
ENSG00000082438	292	0.356	0.22	1.62	0.106	0.356	0
ENSG00000185304	696	0.589	0.187	3.15	0.00161	0.0906	0
ENSG00000127472	0.518	0.971	3.14	0.31	0.757		8
ENSG00000205765	2580	0.169	0.104	1.63	0.102	0.352	0
ENSG00000288707	0.654	0.00911	3	0.00304	0.998		8
ENSG00000253309	5.83	-0.318	0.918	-0.346	0.729		0
ENSG00000153487	986	0.0843	0.0972	0.867	0.386	0.651	0
ENSG00000169813	13200	-0.197	0.0913	-2.16	0.0306	0.212	0
ENSG00000109819	82.8	-0.632	0.321	-1.97	0.049	0.26	0
ENSG00000230699	64.8	0.167	0.259	0.644	0.519	0.747	0
ENSG00000148481	498	0.00408	0.123	0.0332	0.974	0.99	0
ENSG00000134193	0.721	4.04	3.18	1.27	0.204		10
ENSG00000241860	1230	0.369	0.169	2.18	0.0293	0.21	0
ENSG00000144028	18800	0.00219	0.0795	0.0275	0.978	0.991	0
ENSG00000288531	0.757	-1.21	2.68	-0.451	0.652		8
ENSG00000162688	1930	0.173	0.0949	1.82	0.0686	0.299	0
ENSG00000105404	612	-0.136	0.166	-0.822	0.411	0.668	0
ENSG00000122877	59.7	-0.0692	0.304	-0.228	0.82	0.92	0
ENSG00000231826	3.46	-3.05	1.54	-1.98	0.0482		2
ENSG00000189339	1940	0.0488	0.118	0.413	0.68	0.849	0
ENSG00000182993	90.4	0.331	0.249	1.33	0.184	0.457	0
ENSG00000132274	355	0.337	0.161	2.09	0.0368	0.229	0
ENSG00000175467	2170	-0.176	0.118	-1.49	0.136	0.399	0
ENSG00000143819	1350	-0.254	0.14	-1.81	0.0704	0.302	0
ENSG00000154265	162	0.346	0.289	1.2	0.231	0.508	0
ENSG00000169288	994	-0.0724	0.114	-0.637	0.524	0.75	0
ENSG00000143195	221	0.399	0.508	0.785	0.433	0.685	0
ENSG00000156510	5.91	0.003	1.25	0.00239	0.998		2
ENSG00000285600	4.13	-1.88	1.22	-1.54	0.123		2
ENSG00000290464	7.95	1.74	0.821	2.12	0.0337		0
ENSG00000277142	52.1	0.673	0.411	1.64	0.101	0.351	0
ENSG00000289394	4.21	0.218	1.23	0.177	0.859		1
ENSG00000204583	0.573	2.45	3.65	0.672	0.501		10
ENSG00000075568	2390	0.00307	0.0964	0.0318	0.975	0.99	0
ENSG00000268987	2.44	0.19	1.5	0.127	0.899		3
ENSG00000162598	4.04	6.65	3.76	1.77	0.0769		9
ENSG00000165732	18400	-0.265	0.107	-2.48	0.0131	0.162	0
ENSG00000272275	3.99	-2.54	1.25	-2.04	0.0416		2
ENSG00000287688	0.81	-1.18	2.27	-0.521	0.602		6
ENSG00000273253	3.89	0.288	1.01	0.285	0.776		0
ENSG00000163155	224	0.375	0.176	2.13	0.0334	0.221	0
ENSG00000175147	64	0.401	0.312	1.28	0.199	0.474	0
ENSG00000166275	176	-0.0186	0.174	-0.107	0.915	0.964	0
ENSG00000276148	2.45	-0.738	1.44	-0.513	0.608		3
ENSG00000121481	2330	-0.0218	0.123	-0.177	0.86	0.937	0
ENSG00000248727	5.22	0.412	0.95	0.434	0.664		0
ENSG00000273274	599	0.538	0.15	3.6	0.000324	0.0542	0
ENSG00000087303	697	-0.293	0.232	-1.26	0.207	0.482	0
ENSG00000117425	23.1	-0.38	0.513	-0.742	0.458		0
ENSG00000269604	8.92	-1.1	0.844	-1.3	0.194		0
ENSG00000213981	1.74	-2.4	2.05	-1.17	0.242		6
ENSG00000221978	3430	-0.152	0.102	-1.48	0.138	0.402	0
ENSG00000249310	21.5	0.216	0.752	0.286	0.775		0
ENSG00000002016	501	0.259	0.175	1.48	0.139	0.403	0
ENSG00000102271	2620	-0.121	0.154	-0.79	0.429	0.682	0
ENSG00000268518	7.83	0.532	1.02	0.522	0.602		0
ENSG00000131914	68000	-0.218	0.106	-2.05	0.0404	0.238	0
ENSG00000290683	194	0.157	0.18	0.873	0.383	0.648	0
ENSG00000167601	1320	-0.253	0.113	-2.24	0.0249	0.201	0
ENSG00000223734	3.67	-0.871	1.09	-0.801	0.423		1
ENSG00000090612	2200	0.0975	0.113	0.865	0.387	0.651	0
ENSG00000119242	59	-0.996	0.59	-1.69	0.0914	0.336	0
ENSG00000171729	303	0.2	0.293	0.684	0.494	0.726	0
ENSG00000109667	6.49	-0.0715	0.91	-0.0786	0.937		1
ENSG00000183722	103	-0.566	0.325	-1.74	0.0815	0.32	0
ENSG00000213047	184	0.491	0.241	2.04	0.0418	0.241	0
ENSG00000156925	2830	-0.0463	0.147	-0.314	0.754	0.888	0
ENSG00000114904	1770	0.0495	0.104	0.475	0.635	0.821	0
ENSG00000139278	21.3	0.187	0.473	0.395	0.693		0
ENSG00000264207	112	-0.14	0.306	-0.458	0.647	0.829	0
ENSG00000162951	42.8	-0.00414	0.394	-0.0105	0.992	0.996	0
ENSG00000066279	8030	0.291	0.114	2.54	0.0111	0.155	0
ENSG00000284968	77.4	0.33	0.237	1.39	0.164	0.434	0
ENSG00000260423	7.91	-0.319	0.81	-0.394	0.694		0
ENSG00000225675	4.05	0.0605	1.1	0.0551	0.956		0
ENSG00000256443	22.5	0.914	0.48	1.91	0.0567		0
ENSG00000224215	1.28	-0.517	2.38	-0.217	0.828		7
ENSG00000285698	0.71	-1.46	2.78	-0.524	0.6		7
ENSG00000215695	314	-0.0251	0.222	-0.113	0.91	0.962	0
ENSG00000115421	1810	0.102	0.0995	1.03	0.305	0.578	0
ENSG00000268592	1.51	0.618	1.71	0.361	0.718		5
ENSG00000142698	424	0.0326	0.152	0.215	0.83	0.924	0
