gene_ID	day_4_vs_day_2_baseMean	day_4_vs_day_2_log2FoldChange	day_4_vs_day_2_lfcSE	day_4_vs_day_2_stat	day_4_vs_day_2_pvalue	day_4_vs_day_2_padj	day_4_vs_day_2_n_zeros
ENSG00000160445	1010	0.0107	0.127	0.0842	0.933	0.976	0
ENSG00000223478	49.3	0.346	0.423	0.817	0.414	0.685	0
ENSG00000160446	427	-0.189	0.147	-1.29	0.196	0.457	0
ENSG00000160447	418	0.0527	0.152	0.346	0.73	0.886	0
ENSG00000234705	3.12	0.372	1.37	0.272	0.786		0
ENSG00000197694	11700	0.0292	0.0959	0.305	0.761	0.9	0
ENSG00000119392	939	-0.0829	0.133	-0.625	0.532	0.772	0
ENSG00000136811	594	0.391	0.149	2.62	0.0088	0.0584	0
ENSG00000273186	2.06	1.27	1.74	0.729	0.466		0
ENSG00000167118	595	-0.281	0.162	-1.73	0.0833	0.274	0
ENSG00000167114	314	-0.243	0.166	-1.46	0.144	0.382	0
ENSG00000167113	448	-0.126	0.168	-0.75	0.453	0.715	0
ENSG00000272696	1.83	0.88	1.67	0.529	0.597		0
ENSG00000167112	858	-0.269	0.139	-1.93	0.0532	0.206	0
ENSG00000106976	1610	0.00786	0.183	0.043	0.966	0.988	0
ENSG00000148337	2140	-0.153	0.105	-1.46	0.145	0.385	0
ENSG00000171159	286	0.0791	0.167	0.473	0.636	0.836	0
ENSG00000232850	13.5	0.319	0.666	0.478	0.632	0.834	0
ENSG00000234771	97.5	0.401	0.328	1.22	0.222	0.489	0
ENSG00000171169	223	0.208	0.204	1.02	0.308	0.588	0
ENSG00000227218	3.92	0.484	1.34	0.361	0.718		1
ENSG00000167103	74.8	0.181	0.293	0.617	0.537	0.775	0
ENSG00000136840	177	-0.237	0.261	-0.91	0.363	0.64	0
ENSG00000160408	755	-0.0384	0.143	-0.269	0.788	0.915	0
ENSG00000159069	535	0.0192	0.138	0.139	0.889	0.958	0
ENSG00000225032	16.1	0.14	0.603	0.232	0.816	0.929	0
ENSG00000106991	56.6	0.358	0.33	1.09	0.278	0.555	0
ENSG00000136807	939	-0.083	0.139	-0.596	0.551	0.784	0
ENSG00000136854	1230	0.505	0.141	3.58	0.000347	0.00472	0
ENSG00000197958	55900	-0.205	0.544	-0.376	0.707	0.875	0
ENSG00000136859	362	0.0859	0.154	0.557	0.577	0.802	0
ENSG00000136828	966	0.225	0.124	1.81	0.0696	0.244	0
ENSG00000177125	1440	0.144	0.116	1.24	0.216	0.483	0
ENSG00000136944	21.4	1.33	0.546	2.43	0.0149	0.0856	0
ENSG00000119487	1930	-0.226	0.119	-1.91	0.0566	0.215	0
ENSG00000289285	31	-0.565	0.441	-1.28	0.201	0.463	0
ENSG00000185585	495	0.449	0.164	2.73	0.00632	0.0457	0
ENSG00000288642	4.84	-0.109	1.16	-0.0944	0.925		0
ENSG00000136930	3170	-0.275	0.157	-1.75	0.0809	0.269	0
ENSG00000119522	661	0.442	0.145	3.04	0.00233	0.0212	0
ENSG00000188394	82.4	-0.277	0.288	-0.962	0.336	0.614	0
ENSG00000011454	2420	0.00101	0.104	0.0097	0.992	0.997	0
ENSG00000171448	412	-0.0192	0.169	-0.114	0.91	0.966	0
ENSG00000186130	638	-0.0139	0.15	-0.0928	0.926	0.972	0
ENSG00000136940	1490	0.0436	0.148	0.296	0.768	0.904	0
ENSG00000095303	65.7	1.05	0.312	3.38	0.000733	0.00853	0
ENSG00000119446	646	0.0145	0.184	0.0787	0.937	0.977	0
ENSG00000106852	35.5	-0.354	0.419	-0.845	0.398	0.672	0
ENSG00000175764	15.6	-0.541	0.603	-0.897	0.37	0.646	0
ENSG00000186912	6.21	0.329	1.02	0.322	0.747		0
ENSG00000119396	1150	-0.156	0.129	-1.21	0.227	0.496	0
ENSG00000214654	199	-0.221	0.199	-1.11	0.265	0.541	0
ENSG00000119402	2940	-0.184	0.118	-1.57	0.117	0.339	0
ENSG00000106780	141	0.383	0.223	1.72	0.0857	0.279	0
ENSG00000136861	3980	0.011	0.124	0.0887	0.929	0.974	0
ENSG00000078725	454	-1.18	0.159	-7.41	1.22e-13	1.29e-11	0
ENSG00000285820	1.09	-0.17	2.13	-0.08	0.936		1
ENSG00000119401	649	-0.0644	0.157	-0.41	0.682	0.863	0
ENSG00000148219	1060	0.755	0.119	6.33	2.41e-10	1.52e-08	0
ENSG00000182752	1940	0.118	0.158	0.75	0.454	0.715	0
ENSG00000041982	458	2.8	0.188	14.9	2.65e-50	4.21e-47	0
ENSG00000181634	16.7	0.669	0.604	1.11	0.269	0.545	0
ENSG00000136888	4180	-0.172	0.153	-1.12	0.261	0.537	0
ENSG00000235119	5.05	-0.226	1.18	-0.192	0.848		1
ENSG00000228278	4.67	-0.388	1.16	-0.336	0.737		0
ENSG00000196739	508	0.0805	0.205	0.392	0.695	0.87	0
ENSG00000106927	4.11	-0.498	1.12	-0.445	0.657		0
ENSG00000138835	331	0.328	0.166	1.98	0.0482	0.194	0
ENSG00000148218	432	0.327	0.15	2.18	0.0291	0.137	0
ENSG00000119431	139	0.341	0.26	1.31	0.19	0.449	0
ENSG00000165188	1.77	0.309	1.77	0.174	0.862		1
ENSG00000176386	720	-0.0855	0.165	-0.517	0.605	0.817	0
ENSG00000136868	1450	-0.0477	0.128	-0.374	0.708	0.876	0
ENSG00000225684	3.07	2.19	1.62	1.35	0.175		2
ENSG00000228623	2670	0.357	0.135	2.64	0.00817	0.0553	0
ENSG00000271631	1.43	-1.35	1.98	-0.684	0.494		1
ENSG00000119457	1.2	-2.09	2.45	-0.851	0.395		2
ENSG00000148153	652	-0.0915	0.146	-0.626	0.531	0.771	0
ENSG00000230185	30.1	-0.0118	0.443	-0.0267	0.979	0.992	0
ENSG00000119471	775	0.236	0.129	1.82	0.0681	0.24	0
ENSG00000106868	192	0.149	0.191	0.781	0.435	0.701	0
ENSG00000259953	79.2	0.0997	0.306	0.326	0.744	0.893	0
ENSG00000165181	1.12	0.651	2.16	0.302	0.763		1
ENSG00000242616	857	-0.186	0.154	-1.21	0.227	0.496	0
ENSG00000059769	392	-0.0753	0.157	-0.478	0.632	0.834	0
ENSG00000290837	1.44	-0.126	2.16	-0.0583	0.953		2
ENSG00000030304	1.94	-2.43	2.03	-1.2	0.231		2
ENSG00000136810	1100	-0.353	0.13	-2.71	0.00679	0.048	0
ENSG00000188959	0.705	-0.487	2.91	-0.167	0.867		2
ENSG00000095203	1270	-0.679	0.123	-5.5	3.7e-08	1.6e-06	0
ENSG00000106771	4460	0.0309	0.106	0.291	0.771	0.906	0
ENSG00000119318	6250	-0.165	0.0969	-1.71	0.0879	0.284	0
ENSG00000148143	14300	-0.107	0.0959	-1.11	0.266	0.541	0
ENSG00000234323	4.4	-0.704	1.33	-0.529	0.597		1
ENSG00000106701	304	0.204	0.211	0.965	0.334	0.612	0
ENSG00000070214	5930	-0.205	0.105	-1.96	0.0497	0.198	0
ENSG00000286536	21.3	0.137	0.589	0.232	0.816	0.929	0
ENSG00000226334	2.06	-0.447	1.66	-0.27	0.787		0
ENSG00000136870	708	0.227	0.133	1.7	0.0886	0.285	0
ENSG00000136897	2050	-0.213	0.135	-1.58	0.114	0.334	0
ENSG00000148123	81	-0.453	0.316	-1.43	0.152	0.394	0
ENSG00000241697	5100	0.27	0.109	2.48	0.013	0.0769	0
ENSG00000066697	702	0.127	0.128	0.994	0.32	0.6	0
ENSG00000119509	464	0.614	0.143	4.28	1.83e-05	0.000384	0
ENSG00000136874	971	0.284	0.125	2.27	0.0234	0.118	0
ENSG00000119508	20.5	1.01	0.571	1.76	0.0778	0.262	0
ENSG00000237461	38.9	0.236	0.408	0.579	0.562	0.792	0
ENSG00000204291	8.07	-0.0149	0.951	-0.0156	0.988	0.995	0
ENSG00000119514	611	0.718	0.144	5	5.75e-07	1.83e-05	0
ENSG00000095380	816	-0.265	0.13	-2.03	0.042	0.176	0
ENSG00000070061	2720	-0.00264	0.121	-0.0218	0.983	0.993	0
ENSG00000136932	117	-0.207	0.239	-0.867	0.386	0.661	0
ENSG00000178919	5.02	-2.14	1.18	-1.81	0.0702		0
ENSG00000136936	141	0.0223	0.228	0.0979	0.922	0.971	0
ENSG00000196116	175	1.36	0.205	6.62	3.65e-11	2.57e-09	0
ENSG00000289356	3.9	-1.93	1.36	-1.42	0.157		0
ENSG00000203279	216	-0.033	0.211	-0.156	0.876	0.954	0
ENSG00000136943	3090	-0.0469	0.125	-0.374	0.708	0.876	0
ENSG00000081386	1380	0.0454	0.114	0.398	0.691	0.868	0
ENSG00000081377	1840	0.0038	0.106	0.0358	0.971	0.989	0
ENSG00000130956	497	0.0926	0.149	0.621	0.535	0.773	0
ENSG00000182150	2900	-0.174	0.114	-1.53	0.125	0.351	0
ENSG00000175611	194	-0.265	0.21	-1.26	0.206	0.47	0
ENSG00000185920	15900	-0.54	0.0968	-5.58	2.42e-08	1.08e-06	0
ENSG00000165140	17.8	0.847	0.569	1.49	0.137	0.371	0
ENSG00000232063	110	0.092	0.261	0.353	0.724	0.884	0
ENSG00000230262	1.56	-0.466	1.81	-0.257	0.797		1
ENSG00000286834	25.3	0.806	0.505	1.59	0.111	0.328	0
ENSG00000158079	296	0.398	0.176	2.26	0.0236	0.119	0
ENSG00000131668	20	0.239	0.56	0.426	0.67	0.857	0
ENSG00000197724	467	0.197	0.167	1.18	0.239	0.511	0
ENSG00000289031	5.52	0.263	1.03	0.254	0.799		0
ENSG00000048828	2780	-0.298	0.0999	-2.98	0.0029	0.0251	0
ENSG00000188938	1040	-0.131	0.122	-1.08	0.282	0.56	0
ENSG00000165238	1110	-0.12	0.173	-0.696	0.487	0.738	0
ENSG00000157303	53.7	-0.357	0.328	-1.09	0.275	0.553	0
ENSG00000291169	5.56	-0.32	1.08	-0.297	0.767		0
ENSG00000291168	4.41	0.88	1.2	0.733	0.464		0
ENSG00000185963	1970	-0.165	0.119	-1.39	0.166	0.413	0
ENSG00000127080	303	-0.212	0.165	-1.28	0.2	0.462	0
ENSG00000188312	528	0.075	0.137	0.546	0.585	0.806	0
ENSG00000198000	2120	-0.0766	0.104	-0.737	0.461	0.721	0
ENSG00000196305	10400	-0.209	0.108	-1.93	0.0537	0.207	0
ENSG00000290644	0.831	-0.605	2.49	-0.243	0.808		1
ENSG00000090054	2130	0.0255	0.12	0.213	0.831	0.935	0
ENSG00000165030	395	-0.0945	0.15	-0.631	0.528	0.768	0
ENSG00000235641	2.67	-0.664	1.57	-0.423	0.672		0
ENSG00000165023	4.65	1.02	1.16	0.877	0.381		0
ENSG00000237372	0.676	1.72	2.82	0.612	0.541		2
ENSG00000130222	53.9	-0.144	0.37	-0.389	0.697	0.87	0
ENSG00000285907	2.02	-0.674	1.79	-0.376	0.707		1
ENSG00000187764	2050	0.136	0.104	1.31	0.191	0.449	0
ENSG00000123975	4720	-0.213	0.194	-1.09	0.274	0.551	0
ENSG00000106723	4530	0.000722	0.102	0.00706	0.994	0.998	0
ENSG00000287750	8.06	-0.879	0.958	-0.918	0.359	0.636	0
ENSG00000288903	1.97	-1.11	1.67	-0.661	0.508		0
ENSG00000226237	2.74	1.2	1.38	0.865	0.387		0
ENSG00000187753	18.7	0.33	0.602	0.549	0.583	0.805	0
ENSG00000135040	1350	-0.212	0.11	-1.93	0.054	0.208	0
ENSG00000230303	53.9	0.138	0.351	0.394	0.694	0.869	0
ENSG00000130560	1090	-0.169	0.123	-1.37	0.171	0.42	0
ENSG00000135049	2650	-0.0895	0.118	-0.761	0.447	0.71	0
ENSG00000148053	6.17	2.45	1.25	1.97	0.0488		1
ENSG00000197506	1.49	-1.58	2.26	-0.7	0.484		2
ENSG00000135018	5510	-0.125	0.105	-1.19	0.233	0.504	0
ENSG00000148057	7.97	0.0178	0.826	0.0216	0.983	0.993	0
ENSG00000172159	84.3	0.403	0.277	1.45	0.146	0.385	0
ENSG00000196781	2090	-0.173	0.114	-1.51	0.131	0.361	0
ENSG00000106829	3010	0.297	0.112	2.64	0.00817	0.0553	0
ENSG00000148019	2650	0.074	0.131	0.564	0.572	0.799	0
ENSG00000289440	21.5	0.333	0.529	0.63	0.529	0.769	0
ENSG00000156052	3710	-0.125	0.0988	-1.26	0.207	0.471	0
ENSG00000156049	21	-1.45	0.549	-2.64	0.00818	0.0553	0
ENSG00000197969	4450	0.0938	0.0965	0.972	0.331	0.61	0
ENSG00000106772	560	0.235	0.156	1.5	0.133	0.366	0
ENSG00000235494	0.776	-1.18	2.64	-0.447	0.655		2
ENSG00000135002	287	-0.00285	0.164	-0.0174	0.986	0.994	0
ENSG00000135045	344	0.392	0.164	2.4	0.0166	0.0926	0
ENSG00000135046	31.4	0.692	0.678	1.02	0.307	0.587	0
ENSG00000165092	10.7	-1.92	0.803	-2.39	0.017	0.0942	0
ENSG00000165091	5.53	-1.75	1.08	-1.63	0.104		1
ENSG00000225434	1.22	-1.07	2.25	-0.475	0.634		1
ENSG00000119125	3.96	0.0138	1.2	0.0115	0.991		0
ENSG00000135048	7200	0.35	0.108	3.25	0.00114	0.0122	0
ENSG00000083067	819	0.0614	0.138	0.445	0.656	0.85	0
ENSG00000289159	7.05	-0.491	0.894	-0.549	0.583		0
ENSG00000274421	22.1	1.1	0.554	1.98	0.0477	0.192	0
ENSG00000268364	18.3	0.328	0.551	0.596	0.551	0.784	0
ENSG00000165060	462	-0.188	0.158	-1.19	0.234	0.504	0
ENSG00000187866	331	-0.243	0.175	-1.38	0.167	0.414	0
ENSG00000154330	1.32	2.89	2.24	1.29	0.196		2
ENSG00000196873	551	0.211	0.15	1.41	0.16	0.406	0
ENSG00000274026	20.3	1.21	0.587	2.06	0.0393	0.168	0
ENSG00000275969	7.37	-2.28	1.15	-1.97	0.0485		1
ENSG00000274893	0.951	0.081	2.44	0.0332	0.974		2
ENSG00000147996	563	0.121	0.146	0.833	0.405	0.677	0
ENSG00000287329	1.43	1.13	2.22	0.51	0.61		2
ENSG00000290972	1.13	0.463	2.35	0.197	0.844		2
ENSG00000290549	13.4	0.763	0.653	1.17	0.242	0.514	0
ENSG00000170161	66.5	-0.107	0.328	-0.328	0.743	0.893	0
ENSG00000234665	14.2	0.831	0.745	1.12	0.265	0.541	0
ENSG00000107281	229	0.331	0.213	1.55	0.12	0.344	0
ENSG00000204802	100	-0.294	0.304	-0.967	0.334	0.611	0
ENSG00000283378	270	0.342	0.205	1.67	0.0946	0.297	0
ENSG00000276581	8.33	-0.221	0.909	-0.243	0.808	0.925	1
ENSG00000237357	107	0.231	0.248	0.93	0.352	0.63	0
ENSG00000154529	201	0.333	0.274	1.21	0.224	0.493	0
ENSG00000198888	7700	-0.324	0.141	-2.3	0.0215	0.111	0
ENSG00000215126	125	0.572	0.357	1.6	0.109	0.325	0
ENSG00000291075	133	0.182	0.227	0.805	0.421	0.69	0
ENSG00000290718	4.31	-0.988	1.24	-0.795	0.427		0
ENSG00000240240	1.93	2.82	1.85	1.53	0.126		1
ENSG00000291181	62.1	-0.0919	0.349	-0.263	0.792	0.917	0
ENSG00000196152	336	-0.035	0.173	-0.203	0.839	0.939	0
ENSG00000204849	10.6	0.0432	0.768	0.0562	0.955	0.983	0
ENSG00000290907	88.6	0.39	0.335	1.17	0.244	0.516	0
ENSG00000291061	3.47	0.711	1.28	0.554	0.579		0
ENSG00000137142	1830	0.268	0.123	2.18	0.0295	0.138	0
ENSG00000107338	657	0.0246	0.175	0.14	0.889	0.958	0
ENSG00000122696	221	-0.039	0.219	-0.178	0.859	0.947	0
ENSG00000165275	151	0.19	0.213	0.894	0.372	0.648	0
ENSG00000070601	7.08	-0.755	0.93	-0.812	0.417		0
ENSG00000137106	1540	0.11	0.119	0.925	0.355	0.632	0
ENSG00000281649	2360	-0.138	0.106	-1.3	0.195	0.455	0
ENSG00000196092	33.2	0.136	0.422	0.322	0.748	0.894	0
ENSG00000165304	2120	-0.0109	0.113	-0.0966	0.923	0.971	0
ENSG00000204930	1.75	0.0689	1.88	0.0366	0.971		1
ENSG00000137103	521	0.205	0.173	1.18	0.237	0.508	0
ENSG00000137098	7.61	0.372	0.921	0.404	0.686	0.865	0
ENSG00000159899	280	0.422	0.189	2.23	0.0255	0.125	0
ENSG00000227388	62.2	-0.0194	0.39	-0.0498	0.96	0.986	0
ENSG00000228843	0.976	0.192	2.28	0.0842	0.933		1
ENSG00000215183	2.13	0.92	1.53	0.601	0.548		0
ENSG00000070610	1790	0.0114	0.116	0.0985	0.922	0.971	0
ENSG00000137076	5390	0.00524	0.113	0.0465	0.963	0.987	0
ENSG00000198467	3320	-0.229	0.401	-0.571	0.568	0.796	0
ENSG00000137135	433	-0.202	0.175	-1.15	0.249	0.523	0
ENSG00000159884	134	0.2	0.225	0.89	0.373	0.65	0
ENSG00000137101	32.4	-0.00966	0.456	-0.0212	0.983	0.994	0
ENSG00000165283	1240	-0.0488	0.18	-0.27	0.787	0.914	0
ENSG00000165282	527	0.0562	0.143	0.394	0.694	0.869	0
ENSG00000287868	4.89	0.786	1.08	0.725	0.469		0
ENSG00000286782	2	1.46	1.84	0.791	0.429		1
ENSG00000137094	1320	-0.367	0.146	-2.52	0.0118	0.0718	0
ENSG00000147955	1220	-0.284	0.134	-2.12	0.0339	0.152	0
ENSG00000122735	26	1.27	0.585	2.17	0.0301	0.14	0
ENSG00000164976	113	-0.347	0.237	-1.46	0.143	0.381	0
ENSG00000186638	528	-0.273	0.143	-1.91	0.0566	0.215	0
ENSG00000165271	1340	-0.375	0.145	-2.59	0.00964	0.0619	0
ENSG00000165272	13.9	1.1	0.669	1.65	0.0992	0.306	0
ENSG00000122692	3320	-0.11	0.128	-0.86	0.39	0.665	0
ENSG00000086061	8280	-0.232	0.146	-1.59	0.111	0.328	0
ENSG00000173611	1910	0.147	0.145	1.01	0.311	0.591	0
ENSG00000188133	9.07	-1.37	0.834	-1.64	0.101	0.31	0
ENSG00000122728	8.78	-0.131	0.855	-0.153	0.878	0.954	0
ENSG00000165264	908	-0.235	0.204	-1.15	0.249	0.522	0
ENSG00000197579	2060	-0.227	0.107	-2.12	0.0341	0.152	0
ENSG00000174482	120	0.15	0.237	0.632	0.527	0.768	0
ENSG00000147894	891	0.108	0.132	0.819	0.413	0.684	0
ENSG00000285103	7.53	-0.187	0.89	-0.21	0.833		0
ENSG00000291187	16	0.422	0.683	0.618	0.536	0.774	0
ENSG00000198680	62.5	0.614	0.326	1.89	0.0592	0.22	0
ENSG00000287843	2.37	1.83	1.78	1.03	0.302		2
ENSG00000283982	6.87	-1.59	0.968	-1.65	0.0997		0
ENSG00000240498	9.24	0.0935	0.827	0.113	0.91	0.966	0
ENSG00000099810	2870	-0.398	0.106	-3.74	0.000183	0.00277	0
ENSG00000165689	1430	-0.266	0.136	-1.96	0.0498	0.198	0
ENSG00000188352	1890	0.0717	0.145	0.496	0.62	0.827	0
ENSG00000171843	345	-0.603	0.161	-3.75	0.000178	0.00271	0
ENSG00000261402	0.623	-0.947	2.88	-0.329	0.742		2
ENSG00000286685	3.29	-0.113	1.3	-0.087	0.931		0
ENSG00000155886	542	-1.03	0.165	-6.24	4.44e-10	2.71e-08	0
ENSG00000260912	145	-0.233	0.236	-0.989	0.323	0.602	0
ENSG00000177076	197	-0.134	0.212	-0.632	0.527	0.768	0
ENSG00000137154	45800	0.179	0.122	1.47	0.141	0.378	0
ENSG00000273226	5.31	-0.0142	1.06	-0.0134	0.989		0
ENSG00000164989	341	0.607	0.184	3.3	0.000962	0.0107	0
ENSG00000164975	1280	0.118	0.124	0.949	0.343	0.62	0
ENSG00000147869	3.14	0.574	1.33	0.431	0.667		0
ENSG00000287708	0.705	-0.487	2.91	-0.167	0.867		2
ENSG00000225472	9.23	-3.25	1.11	-2.94	0.00332	0.028	1
ENSG00000147862	512	-1.34	0.141	-9.55	1.31e-21	2.74e-19	0
ENSG00000225706	41.7	-0.157	0.398	-0.394	0.693	0.869	0
ENSG00000235389	1.31	0.144	1.91	0.0755	0.94		0
ENSG00000225489	11.9	0.43	0.698	0.616	0.538	0.775	0
ENSG00000236924	111	-0.0119	0.265	-0.045	0.964	0.987	0
ENSG00000178445	3530	-0.245	0.113	-2.17	0.0303	0.141	0
ENSG00000137040	1300	-0.138	0.122	-1.13	0.257	0.533	0
ENSG00000183354	1420	0.0543	0.122	0.444	0.657	0.85	0
ENSG00000099219	1910	0.391	0.126	3.1	0.00196	0.0186	0
ENSG00000107020	331	0.298	0.172	1.73	0.0832	0.274	0
ENSG00000096968	279	0.115	0.196	0.585	0.558	0.788	0
ENSG00000205808	417	-0.0401	0.149	-0.27	0.787	0.915	0
ENSG00000106686	63.4	0.155	0.351	0.441	0.659	0.852	0
ENSG00000107249	38.6	2.66	0.445	5.97	2.3e-09	1.24e-07	0
ENSG00000232104	41.9	0.713	0.429	1.66	0.0965	0.301	0
ENSG00000080298	2280	0.163	0.106	1.54	0.123	0.348	0
ENSG00000080608	4090	-0.311	0.11	-2.82	0.0048	0.0369	0
ENSG00000286670	6.66	-0.495	0.95	-0.521	0.602		0
ENSG00000147852	572	-0.957	0.144	-6.66	2.83e-11	2.03e-09	0
ENSG00000080503	257	-0.118	0.225	-0.523	0.601	0.815	0
ENSG00000107099	27	0.433	0.475	0.911	0.362	0.64	0
ENSG00000287480	0.968	-0.887	2.48	-0.358	0.72		2
ENSG00000181404	253	0.175	0.257	0.682	0.495	0.745	0
ENSG00000255559	26.6	0.0781	0.512	0.152	0.879	0.955	0
ENSG00000291080	1580	-0.394	0.141	-2.79	0.00522	0.0395	0
ENSG00000196150	392	-0.0646	0.175	-0.37	0.711	0.877	0
ENSG00000286681	11.4	0.129	0.727	0.178	0.859	0.947	0
ENSG00000170619	319	-0.354	0.242	-1.46	0.144	0.383	0
ENSG00000198169	440	0.305	0.174	1.75	0.0793	0.266	0
ENSG00000290885	24.3	0.433	0.488	0.888	0.374	0.651	0
ENSG00000213563	195	0.0627	0.202	0.31	0.756	0.897	0
ENSG00000254402	6.78	0.282	0.935	0.302	0.763		0
ENSG00000265393	3.73	-0.389	1.33	-0.292	0.771		0
ENSG00000167700	188	-0.152	0.203	-0.749	0.454	0.715	0
ENSG00000160972	242	0.175	0.215	0.813	0.416	0.687	0
ENSG00000160973	1760	-0.177	0.117	-1.51	0.132	0.364	0
ENSG00000291317	124	-0.119	0.243	-0.491	0.623	0.829	0
ENSG00000160948	481	0.204	0.157	1.3	0.193	0.452	0
ENSG00000071894	2810	0.13	0.107	1.22	0.224	0.492	0
ENSG00000261587	12.4	1.15	0.789	1.46	0.144	0.382	0
ENSG00000185803	350	-0.349	0.161	-2.16	0.0304	0.141	0
ENSG00000261678	9.79	-0.606	0.866	-0.699	0.485	0.737	0
ENSG00000179832	553	0.382	0.171	2.24	0.0251	0.124	0
ENSG00000197858	400	-0.443	0.17	-2.6	0.00933	0.0606	0
ENSG00000178896	197	-0.365	0.207	-1.76	0.0778	0.262	0
ENSG00000178814	116	0.22	0.292	0.753	0.451	0.713	0
ENSG00000178209	6300	0.0627	0.115	0.548	0.584	0.806	0
ENSG00000287222	92.8	-0.273	0.259	-1.05	0.292	0.571	0
ENSG00000203499	88.8	0.533	0.28	1.9	0.0571	0.216	0
ENSG00000104522	705	-0.588	0.148	-3.97	7.17e-05	0.00124	0
ENSG00000179886	181	-0.133	0.199	-0.67	0.503	0.75	0
ENSG00000253931	3.46	1.94	1.56	1.25	0.213		1
ENSG00000254389	18.1	0.966	0.598	1.61	0.106	0.319	0
ENSG00000185730	368	0.0834	0.174	0.48	0.631	0.834	0
ENSG00000253716	96.8	0.0912	0.254	0.359	0.72	0.881	0
ENSG00000181638	505	-0.12	0.148	-0.807	0.42	0.689	0
ENSG00000261667	11.7	0.197	0.733	0.268	0.788	0.915	0
ENSG00000160932	834	0.617	0.161	3.83	0.000128	0.00207	0
ENSG00000130193	23.3	0.374	0.513	0.729	0.466	0.724	0
ENSG00000167653	2.54	1.38	1.57	0.88	0.379		1
ENSG00000198576	36	-0.29	0.428	-0.677	0.499	0.747	0
ENSG00000271959	6.14	0.118	0.96	0.122	0.903		0
ENSG00000184489	164	0.335	0.218	1.54	0.123	0.348	0
ENSG00000204882	7.77	-0.27	0.839	-0.322	0.748	0.894	0
ENSG00000261655	7.25	0.163	0.86	0.189	0.85		0
ENSG00000253307	1.64	0.0723	1.73	0.0418	0.967		0
ENSG00000105339	152	0.235	0.25	0.937	0.349	0.626	0
ENSG00000123908	12500	-0.127	0.0996	-1.27	0.204	0.467	0
ENSG00000104472	738	-0.652	0.149	-4.39	1.13e-05	0.000253	0
ENSG00000259891	55.8	-0.398	0.346	-1.15	0.249	0.523	0
ENSG00000254258	2.73	-1.13	1.52	-0.748	0.454		0
ENSG00000286927	1.28	1.31	2.03	0.642	0.521		1
ENSG00000066827	589	0.331	0.142	2.34	0.0195	0.104	0
ENSG00000261220	36.3	0.372	0.4	0.929	0.353	0.63	0
ENSG00000289050	1.79	1.53	1.94	0.786	0.432		1
ENSG00000270137	5.19	0.955	1.02	0.939	0.348		0
ENSG00000157625	940	0.0336	0.121	0.277	0.782	0.912	0
ENSG00000184156	87.8	-0.436	0.311	-1.4	0.161	0.407	0
ENSG00000132297	37.1	-0.734	0.431	-1.7	0.0884	0.285	0
ENSG00000132294	947	-0.334	0.16	-2.09	0.0365	0.159	0
ENSG00000153317	1340	-0.228	0.125	-1.83	0.0673	0.239	0
ENSG00000253720	0.848	-2.62	2.67	-0.982	0.326		2
ENSG00000153310	1950	-0.0443	0.105	-0.42	0.674	0.859	0
ENSG00000196998	240	-0.348	0.193	-1.81	0.0708	0.246	0
ENSG00000187268	1.8	0.982	1.68	0.584	0.559		0
ENSG00000229140	4.26	0.413	1.15	0.359	0.719		0
ENSG00000130045	13.9	-0.112	0.63	-0.177	0.859	0.947	0
ENSG00000254275	0.693	-0.766	2.92	-0.263	0.793		2
ENSG00000286010	1.09	0.352	2.33	0.151	0.88		2
ENSG00000280997	2.06	2.33	1.8	1.29	0.196		1
ENSG00000282961	70.1	0.504	0.329	1.53	0.126	0.353	0
ENSG00000169692	135	-0.361	0.228	-1.59	0.113	0.331	0
ENSG00000164961	2250	-0.298	0.113	-2.63	0.00842	0.0565	0
ENSG00000180938	220	0.146	0.196	0.746	0.455	0.717	0
ENSG00000147684	2450	0.0464	0.146	0.318	0.751	0.896	0
ENSG00000147687	1080	-0.0967	0.18	-0.538	0.591	0.809	0
ENSG00000170881	628	-0.071	0.142	-0.5	0.617	0.825	0
ENSG00000245149	46.3	-0.157	0.366	-0.428	0.668	0.856	0
ENSG00000183665	864	-0.0374	0.161	-0.233	0.816	0.929	0
ENSG00000156804	24.6	-0.665	0.488	-1.36	0.173	0.423	0
ENSG00000156795	315	0.443	0.188	2.36	0.0183	0.0994	0
ENSG00000165156	231	-0.638	0.18	-3.55	0.000386	0.00513	0
ENSG00000136986	1120	-0.191	0.123	-1.55	0.121	0.345	0
ENSG00000253372	3.56	-0.241	1.34	-0.18	0.857		0
ENSG00000272384	6.32	0.951	0.943	1.01	0.313		0
ENSG00000170961	878	1.3	0.135	9.58	9.29e-22	2.01e-19	0
ENSG00000272502	10.6	0.243	0.803	0.302	0.762	0.902	0
ENSG00000172167	483	-0.0281	0.167	-0.168	0.866	0.95	0
ENSG00000187954	599	-0.102	0.147	-0.697	0.486	0.738	0
ENSG00000187955	1250	-0.485	0.134	-3.61	0.000301	0.00423	0
ENSG00000136982	2340	-0.444	0.137	-3.25	0.00115	0.0123	0
ENSG00000147676	2990	-0.402	0.113	-3.57	0.000352	0.00478	0
ENSG00000184374	6.16	0.254	1	0.254	0.799		0
ENSG00000126878	4960	-0.248	0.12	-2.06	0.039	0.166	0
ENSG00000177570	1010	0.236	0.118	2	0.0455	0.186	0
ENSG00000182197	1280	-0.236	0.114	-2.07	0.0389	0.166	0
